140	2	5	0	0.025327	0.245711	0.886029	0.881127	IMG_20141024_103101.jpg
201	2	5	0	0.219271	0.070370	0.371875	0.479630	L1-23-5.jpg
198	2	5	0	0.517708	0.409259	0.623958	0.561111	L1-175-74.jpg
174	2	5	0	0.426062	0.452206	0.595997	0.593750	IMG_20141024_104510.jpg
164	2	5	0	0.295752	0.663909	0.513072	0.866422	IMG_20141024_103737.jpg
77	2	5	0	0.469771	0.516544	0.531454	0.564032	0	0.416667	0.000306	0.506536	0.038603	0	0.683007	0.913909	0.755719	0.969363	IMG_20141024_100314.jpg
200	2	5	0	0.310937	0.346296	0.442708	0.759259	L1-21-75.jpg
107	2	5	0	0.324755	0.204350	0.482843	0.393995	0	0.237745	0.905025	0.391748	1.000000	IMG_20141024_101829.jpg
113	2	5	0	0.412990	0.311887	0.659314	0.567096	IMG_20141024_102031.jpg
68	2	5	0	0.185049	0.309130	0.702614	0.663909	IMG_20141024_090931.jpg
115	2	5	0	0.205882	0.310968	0.729167	0.682598	IMG_20141024_102104.jpg
62	2	5	0	0.411765	0.390931	0.623775	0.610600	IMG_20141024_090755.jpg
7	2	5	0	0.383578	0.227941	0.561683	0.359375	IMG_20141024_081904.jpg
73	2	5	0	0.401144	0.407782	0.506536	0.484069	IMG_20141024_091101.jpg
98	2	5	0	0.076797	0.184436	0.881944	0.779412	IMG_20141024_101538.jpg
71	2	5	0	0.252042	0.341605	0.623775	0.622243	IMG_20141024_091018.jpg
23	2	5	0	0.513072	0.499694	0.651552	0.598652	IMG_20141024_082808.jpg
143	2	5	0	0.396242	0.428309	0.674020	0.608456	IMG_20141024_103207.jpg
16	2	5	0	0.479984	0.408701	0.609069	0.501838	IMG_20141024_082618.jpg
10	2	5	0	0.402369	0.300245	0.623775	0.454350	IMG_20141024_081928.jpg
21	2	5	0	0.232435	0.231005	0.780637	0.619485	IMG_20141024_082727.jpg
199	2	5	0	0.352083	0.350000	0.533333	0.742593	L1-194-136.jpg
216	2	5	0	0.217188	0.000926	0.725521	0.787037	L5-85-195.jpg
75	2	5	0	0.404820	0.355392	0.515523	0.459252	0	0.486520	0.874387	0.561683	0.937500	IMG_20141024_091127.jpg
109	2	5	0	0.295752	0.443321	0.618464	0.651961	IMG_20141024_101929.jpg
78	2	5	0	0.428922	0.390931	0.605392	0.515625	IMG_20141024_100327.jpg
228	2	5	0	0.337500	0.282407	0.576042	0.663889	T44-38_2014_10__12_59_40_VIDEO.jpg
66	2	5	0	0.016340	0.119179	0.970180	0.791360	IMG_20141024_090851.jpg
112	2	5	0	0.316585	0.409926	0.748775	0.690564	IMG_20141024_102016.jpg
225	2	5	0	0.486458	0.355556	0.579688	0.515741	T41-34_2014_10__12_46_34_VIDEO.jpg
38	2	5	0	0.461601	0.452512	0.515523	0.500919	0	0.419526	0.733150	0.493464	0.796262	IMG_20141024_090042.jpg
139	2	5	0	0.002042	0.193321	1.000000	0.999081	IMG_20141024_103037.jpg
39	2	5	0	0.440768	0.449449	0.561683	0.539522	IMG_20141024_090100.jpg
195	2	5	0	0.348448	0.468137	0.513072	0.644914	IMG_20141025_144643.jpg
132	2	5	0	0.000408	0.202206	0.987337	0.961397	IMG_20141024_102749.jpg
217	2	5	0	0.540104	0.281481	0.576562	0.344444	0	0.785417	0.429630	0.807813	0.488889	0	0.813021	0.432407	0.834896	0.489815	T28-15_2014_10__12_01_47_VIDEO.jpg
95	2	5	0	0.098039	0.182598	0.947712	0.812194	IMG_20141024_101506.jpg
22	2	5	0	0.435458	0.397059	0.618464	0.531250	IMG_20141024_082757.jpg
191	2	5	0	0.540850	0.472120	0.626225	0.539216	IMG_20141025_144529.jpg
184	2	5	0	0.497141	0.457414	0.601716	0.537990	IMG_20141025_144144.jpg
90	2	5	0	0.041258	0.145833	0.961193	0.832721	IMG_20141024_101250.jpg
40	2	5	0	0.479984	0.447304	0.601307	0.534314	IMG_20141024_090103.jpg
220	2	5	0	0.391667	0.351852	0.576042	0.738889	T37-22_2014_10__12_38_17_258_VIDEO.jpg
47	2	5	0	0.058415	0.200368	0.905637	0.964154	IMG_20141024_090357.jpg
193	2	5	0	0.238971	0.557292	0.290033	0.598652	0	0.436683	0.348039	0.494281	0.434743	IMG_20141025_144602.jpg
80	2	5	0	0.382761	0.423713	0.472222	0.498775	IMG_20141024_100355.jpg
192	2	5	0	0.450163	0.665135	0.508987	0.711397	IMG_20141025_144547.jpg
178	2	5	0	0.487745	0.394914	0.596814	0.477328	IMG_20141024_104634.jpg
59	2	5	0	0.006944	0.026348	1.000000	0.808824	IMG_20141024_090701.jpg
97	2	5	0	0.001634	0.204350	1.000000	0.987132	IMG_20141024_101523.jpg
167	2	5	0	0.349673	0.370404	0.566993	0.536458	IMG_20141024_104001.jpg
72	2	5	0	0.243056	0.314032	0.595997	0.568015	IMG_20141024_091046.jpg
35	2	5	0	0.321895	0.469056	0.524918	0.595588	IMG_20141024_083746.jpg
137	2	5	0	0.319444	0.396140	0.590686	0.589767	IMG_20141024_102935.jpg
183	2	5	0	0.432598	0.540441	0.526144	0.636029	0	0.539216	0.544118	0.630310	0.638174	IMG_20141025_144126.jpg
2	2	5	0	0.337827	0.224265	0.668709	0.469363	IMG_20141024_081711.jpg
146	2	5	0	0.281046	0.403799	0.681781	0.702512	IMG_20141024_103255.jpg
50	2	5	0	0.369281	0.364277	0.505310	0.528493	IMG_20141024_090455.jpg
